timestamp,value,anomaly_score,label,S(t)_standard
2014-04-01 00:00:00,19.761251902999998,0,0,-0.11
2014-04-01 00:05:00,20.500833287,0,0,-0.11
2014-04-01 00:10:00,19.9616414445,0,0,-0.11
2014-04-01 00:15:00,21.4902660734,0,0,-0.11
2014-04-01 00:20:00,20.1877394098,0,0,-0.11
2014-04-01 00:25:00,19.9231256718,0,0,-0.11
2014-04-01 00:30:00,21.698403961700002,0,0,-0.11
2014-04-01 00:35:00,20.8787583842,0,0,-0.11
2014-04-01 00:40:00,18.4461996294,0,0,-0.11
2014-04-01 00:45:00,18.7108178448,0,0,-0.11
2014-04-01 00:50:00,21.148491451800002,0,0,-0.11
2014-04-01 00:55:00,21.3434052847,0,0,-0.11
2014-04-01 01:00:00,20.1807633164,0,0,-0.11
2014-04-01 01:05:00,20.217820911500002,0,0,-0.11
2014-04-01 01:10:00,20.527731851400002,0,0,-0.11
2014-04-01 01:15:00,19.7564630971,0,0,-0.11
2014-04-01 01:20:00,20.7207964939,0,0,-0.11
2014-04-01 01:25:00,18.4339250303,0,0,-0.11
2014-04-01 01:30:00,21.845116969499998,0,0,-0.11
2014-04-01 01:35:00,21.0006192952,0,0,-0.11
2014-04-01 01:40:00,20.524696816,0,0,-0.11
2014-04-01 01:45:00,19.265288228,0,0,-0.11
2014-04-01 01:50:00,18.6438219498,0,0,-0.11
2014-04-01 01:55:00,19.6373718553,0,0,-0.11
2014-04-01 02:00:00,20.6463069623,0,0,-0.11
2014-04-01 02:05:00,20.534838973699998,0,0,-0.11
2014-04-01 02:10:00,19.530564620299998,0,0,-0.11
2014-04-01 02:15:00,20.4531455753,0,0,-0.11
2014-04-01 02:20:00,21.2549931823,0,0,-0.11
2014-04-01 02:25:00,18.1051390894,0,0,-0.11
2014-04-01 02:30:00,19.8024841917,0,0,-0.11
2014-04-01 02:35:00,21.0342209139,0,0,-0.11
2014-04-01 02:40:00,20.1845778819,0,0,-0.11
2014-04-01 02:45:00,20.6059043517,0,0,-0.11
2014-04-01 02:50:00,20.0667055704,0,0,-0.11
2014-04-01 02:55:00,21.967498178699998,0,0,-0.11
2014-04-01 03:00:00,18.218486146,0,0,-0.11
2014-04-01 03:05:00,19.964179287100002,0,0,-0.11
