timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-03-07 03:41:00,45.868,0.0,0,-0.22,-0.11,-0.11
2014-03-07 03:46:00,47.606,0.0,0,-0.22,-0.11,-0.11
2014-03-07 03:51:00,42.58,0.0,0,-0.22,-0.11,-0.11
2014-03-07 03:56:00,46.03,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:01:00,44.992,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:06:00,45.238,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:11:00,45.752,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:16:00,46.476,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:21:00,42.752,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:26:00,46.156,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:31:00,43.35,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:36:00,46.292,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:41:00,43.428,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:46:00,46.314,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:51:00,43.688,0.0,0,-0.22,-0.11,-0.11
2014-03-07 04:56:00,45.4,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:01:00,45.858,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:06:00,43.138,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:11:00,46.024,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:16:00,46.502,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:21:00,42.606,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:26:00,45.47,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:31:00,42.652,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:36:00,46.48,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:41:00,45.47,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:46:00,44.882,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:51:00,42.502,0.0,0,-0.22,-0.11,-0.11
2014-03-07 05:56:00,46.104,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:01:00,43.884,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:06:00,43.944,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:11:00,46.056,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:16:00,45.658,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:21:00,43.662,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:26:00,44.074,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:31:00,42.91,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:36:00,44.32,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:41:00,44.718,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:46:00,45.658,0.0,0,-0.22,-0.11,-0.11
2014-03-07 06:51:00,42.63,0.0,0,-0.22,-0.11,-0.11
