timestamp,value,anomaly_score,label,S(t)_standard
2014-04-10 00:02:00,14.012,0,0,-0.11
2014-04-10 00:07:00,13.334000000000001,0,0,-0.11
2014-04-10 00:12:00,15.0,0,0,-0.11
2014-04-10 00:17:00,13.998,0,0,-0.11
2014-04-10 00:22:00,14.332,0,0,-0.11
2014-04-10 00:27:00,15.002,0,0,-0.11
2014-04-10 00:32:00,13.984000000000002,0,0,-0.11
2014-04-10 00:37:00,14.674000000000001,0,0,-0.11
2014-04-10 00:42:00,14.668,0,0,-0.11
2014-04-10 00:47:00,13.665999999999999,0,0,-0.11
2014-04-10 00:52:00,13.334000000000001,0,0,-0.11
2014-04-10 00:57:00,15.046,0,0,-0.11
2014-04-10 01:02:00,13.332,0,0,-0.11
2014-04-10 01:07:00,15.0,0,0,-0.11
2014-04-10 01:12:00,15.0,0,0,-0.11
2014-04-10 01:17:00,14.368,0,0,-0.11
2014-04-10 01:22:00,13.665999999999999,0,0,-0.11
2014-04-10 01:27:00,15.332,0,0,-0.11
2014-04-10 01:32:00,14.334000000000001,0,0,-0.11
2014-04-10 01:37:00,14.335999999999999,0,0,-0.11
2014-04-10 01:42:00,14.0,0,0,-0.11
2014-04-10 01:47:00,14.332,0,0,-0.11
2014-04-10 01:52:00,13.332,0,0,-0.11
2014-04-10 01:57:00,14.998,0,0,-0.11
2014-04-10 02:02:00,13.665999999999999,0,0,-0.11
2014-04-10 02:07:00,13.67,0,0,-0.11
2014-04-10 02:12:00,14.668,0,0,-0.11
2014-04-10 02:17:00,14.334000000000001,0,0,-0.11
2014-04-10 02:22:00,14.304,0,0,-0.11
2014-04-10 02:27:00,15.038,0,0,-0.11
2014-04-10 02:32:00,13.665999999999999,0,0,-0.11
2014-04-10 02:37:00,14.334000000000001,0,0,-0.11
2014-04-10 02:42:00,14.0,0,0,-0.11
2014-04-10 02:47:00,14.665999999999999,0,0,-0.11
2014-04-10 02:52:00,13.0,0,0,-0.11
2014-04-10 02:57:00,14.334000000000001,0,0,-0.11
2014-04-10 03:02:00,14.658,0,0,-0.11
2014-04-10 03:07:00,14.0,0,0,-0.11
2014-04-10 03:12:00,14.318,0,0,-0.11
2014-04-10 03:17:00,14.277999999999999,0,0,-0.11
2014-04-10 03:22:00,14.706,0,0,-0.11
2014-04-10 03:27:00,14.334000000000001,0,0,-0.11
2014-04-10 03:32:00,14.0,0,0,-0.11
2014-04-10 03:37:00,14.694,0,0,-0.11
